URI,playlist_title,track_title,artist_name
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Your Girlfriend,Blossoms
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Chocolate,The 1975
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Mixtape 2003,The Academic
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Friday I'm In Love,The Cure
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Brazil,Declan McKenna
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Left Hand Free,alt-J
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Sweet Disposition,The Temper Trap
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Bad Decisions,Two Door Cinema Club
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Flame,Sundara Karma
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,There She Goes,The La's
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Not Nineteen Forever,Courteeners
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Don’t Delete The Kisses,Wolf Alice
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Hunger,Florence + The Machine
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Take Me Out,Franz Ferdinand
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Where We're Going,Gerry Cinnamon
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,The Love You Give,Vistas
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Lemon to a Knife Fight,The Wombats
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,What Makes a Man,Stereo Honey
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Kathleen,Catfish and the Bottlemen
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,"Eat, Sleep, Wake (Nothing But You)",Bombay Bicycle Club
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Don't Look Back Into The Sun,The Libertines
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Pumped Up Kicks,Foster The People
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Golden Skans,Klaxons
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Helicopter,Bloc Party
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Shuffle,Bombay Bicycle Club
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Precious Time,The Maccabees
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Sticks 'N' Stones,Jamie T
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,The Mother We Share,CHVRCHES
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Banquet,Bloc Party
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Same Jeans,The View
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Two Doors Down,Mystery Jets
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Sheila,Jamie T
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Torn On The Platform,Jack Peñate
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Last Nite,The Strokes
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Radioactive,Kings of Leon
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Hate To Say I Told You So,The Hives
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,The Wire,HAIM
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Electric Feel,MGMT
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Walking On A Dream,Empire of the Sun
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Ready to Start,Arcade Fire
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,The Bucket,Kings of Leon
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,If You Wanna,The Vaccines
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Come Closer,Miles Kane
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Heavyweight Champion of the World,Reverend And The Makers
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,No Cars Go,Arcade Fire
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Live Forever,Oasis
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Coffee and TV,Blur
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,You Get What You Give,New Radicals
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Alright,Supergrass
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Molly's Chambers,Kings of Leon
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Whatever,Oasis
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Crystalised,The xx
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,My Number,Foals
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Radar Detector,Darwin Deez
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Lets Go Surfing,The Drums
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Seasons (Waiting On You),Future Islands
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Lost In Yesterday,Tame Impala
37i9dQZF1DWSQScAbo5nGF,Indie Roadtrip,Exits,Foals
